ID,Answer
1301,土地銷售
1302,阿拉曼人
1303,史蒂夫·鮑爾默
1304,天花病
1305,牡丹峰樂團
1306,印度
1307,3座
1308,周敦頤
1309,下薩克森邦
1310,朱利烏斯·凱撒
1311,豫
1312,1919年4月13日
1313,1133515人
1314,喃字
1315,排灣族
1316,牛津大學
1317,普選制度
1318,高宗
1319,2015年
1320,1969年
1321,自由民主黨
1322,三合院
1323,一綱多本
1324,488年
1325,病態賭徒
1326,人民代表大會
1327,外太空
1328,黃中理
1329,中山先生建國大綱
1330,西班牙
1331,1905年
1332,美國
1333,鐵
1334,拿破崙
1335,廣東省
1336,聖母大學
1337,羅馬法
1338,應用心理學家
1339,希臘
1340,拉丁字母
1341,《中俄密約》
1342,卡普拉
1343,雙重國籍
1344,24英吋克拉克望遠鏡
1345,生物質
1346,秘書處
1347,焚燒
1348,66種
1349,類比訊號
1350,回族
1351,視錐細胞
1352,人口眾多
1353,威廉二世
1354,遵義會議
1355,《我於青春無悔》
1356,君士坦丁大帝
1357,國際網球總會
1358,8月26日
1359,希臘字母
1360,李景隆
1361,外交手段
1362,1887年
1363,2008年
1364,阿基米德
1365,2010年
1366,1918年
1367,對刺激的回應
1368,魯宗之
1369,企圖顛覆德川幕府陰謀
1370,朝鮮王朝
1371,2012年
1372,生物動力學
1373,印度洋暖濕氣流
1374,太白山脈
1375,廓索維茨
1376,耐高溫
1377,民國十八年
1378,濟州島
1379,一萬兌一
1380,25個
1381,整軍協定
1382,1996年
1383,1985年
1384,4世紀
1385,極端封閉的社會
1386,13世紀
1387,九龍灣站
1388,1980年代
1389,1997年
1390,愛爾蘭國立大學
1391,折下吉延
1392,越南
1393,1914年
1394,盡一分努力
1395,66種
1396,能源的需求持續增長
1397,女性
1398,40倍
1399,1956年
1400,白色不透明
1401,1843年直接吞併了信德富庶的小土邦，1856年
1402,忽必烈
1403,反革命事件
1404,王光美
1405,理察·科伯恩·麥克勞林
1406,東德
1407,1624年
1408,15%
1409,蔣中正
1410,奈及利亞
1411,亞洲
1412,2000年
1413,重力作用
1414,桑
1415,二戰
1416,2013年2月11日
1417,1973年
1418,起義不是偶然事件，同時爭取民族權利
1419,南開中學，早年短期留學日本明治大學
1420,科學家」，而被視為科學上的哲學家
1421,10萬人
1422,惠宗
1423,抗佝[UNK]病
1424,馬來-玻里尼西亞語族
1425,
1426,預算限制
1427,意識型態
1428,蘇美爾人
1429,元代
1430,43人
1431,限制性消化
1432,劉氏
1433,超級模特兒
1434,兩層
1435,志費尼
1436,中國共產黨
1437,《鋼鐵是怎樣煉成的》
1438,1994年12月1日
1439,最高榮譽大獎
1440,摩門教
1441,1986年
1442,《安邦定國誌》
1443,百越族
1444,省級公園
1445,米高彭博
1446,伊斯蘭教
1447,徐樹錚
1448,明太祖
1449,歷史博物館
1450,阿內加達島
1451,對空警戒
1452,外國不可能介入內戰
1453,南朝鮮
1454,關島原住民
1455,公共救濟
1456,德國
1457,大學
1458,九龍灣
1459,南昌分局
1460,佛教
1461,陳朝
1462,11000間
1463,有色人種
1464,南斯拉夫共產黨
1465,漢諾威
1466,中央電視台高清綜合頻道
1467,石亭之戰
1468,《蘇蒙修好條約》
1469,主體史學
1470,心內膜墊
1471,1662年
1472,1884年
1473,第二產業
1474,德國
1475,伍斯特
1476,光度
1477,嚴重的流血
1478,張議潮
1479,新幾內亞
1480,正德十三年
1481,瘟疫四竄
1482,法國
1483,喜馬拉雅山
1484,孟加拉
1485,沙俄
1486,200萬
1487,黑龍江
1488,1992年
1489,北角
1490,新界
1491,蔣中正
1492,大和國
1493,佛教
1494,基底膜活動
1495,無性生殖
1496,
1497,母親病危
1498,巴塞隆納奧運
1499,鬍鬚狀
1500,阿拉巴馬州
1501,海祭
1502,[UNK]-4戰鬥機
1503,額我略十二世
1504,2010年上海世界博覽會的召開
1505,1980年
1506,1958年
1507,俄羅斯聯邦軍隊
1508,南方墨點法
1509,路易斯一世
1510,《時代》雜誌
1511,極權主義
1512,《布列斯特-立陶夫斯克條約》
1513,園林家
1514,布列塔尼半島美國
1515,後燃器
1516,曼諾球場
1517,東吳
1518,海煤
1519,自體授粉
1520,1932年
1521,想取快錢
1522,徐家匯
1523,比爾蓋茲
1524,忽必烈
1525,廣東人
1526,南斯拉夫內戰
1527,《塘沽協定》
1528,烏蘭烏德
1529,1897年
1530,巴拉克·歐巴馬
1531,2008年1月27日
1532,降低成本
1533,
1534,杭州[UNK]橋機場
1535,哥德人
1536,不願送死
1537,地方官員
1538,興王
1539,衛奕信
1540,非歐幾里得幾何
1541,2009年
1542,全國重點文物保護單位
1543,忽必烈
1544,茶峒鎮
1545,稀薄的埃歐大氣
1546,惠金斯原理
1547,松花江
1548,波士頓理工
1549,兩年
1550,2010年
1551,便於管理漢地
1552,喬托號
1553,確切的數字
1554,烏里雅蘇臺將軍
1555,聖西門主義
1556,日治時期
1557,蔡[UNK]
1558,中國
1559,大理寺狀》
1560,澳大利亞新南威爾斯州
1561,太陽運動
1562,聖方濟·沙勿略
1563,羅馬共和國時期
1564,細毛
1565,韓國
1566,藍屋
1567,薩伊
1568,85天
1569,五個
1570,張三祿
1571,15世紀
1572,文藝喜劇片
1573,劉琮
1574,高血壓
1575,北燕
1576,《中華人民共和國全民所有制工業企業法》
1577,生態學
1578,城市物質形態
1579,環境保護主義
1580,773年
1581,懷柔區
1582,七間
1583,民間反應不佳
1584,光緒十年
1585,1970年代
1586,希臘語
1587,西班牙
1588,神經源性
1589,加拿大
1590,七個
1591,安定
1592,德國郵政
1593,乾旱
1594,《內戰記》
1595,台北都會區
1596,甲午戰爭
1597,政府採取反共措施
1598,1910年
1599,拉丁字母
1600,1935年
1601,四角號碼檢字法
1602,8.6%
1603,浙江海商
1604,巴西
1605,歐洲聯盟委員會
1606,增加西側的空曠程度
1607,德國
1608,蘇聯
1609,七年戰爭
1610,海拔100米
1611,胃食管反流病
1612,國民政府
1613,漢江
1614,青光眼
1615,狄托主義
1616,學權部
1617,1984年
1618,噴射發動機和火箭發動機
1619,5位
1620,芽孢炭疽桿菌
1621,1945年
1622,北宋
1623,米高梅
1624,1988年
1625,記錄」號
1626,英國
1627,耶穌會
1628,一戰前夕
1629,鐵鉉
1630,張伯倫
1631,《義勇軍進行曲》
1632,棉花
1633,卡洛·埃馬努埃萊一世
1634,賀知章
1635,犯人流放之地
1636,漢人不斷侵佔平埔族土地，迫使平埔族漢化
1637,恆星
1638,貝加爾湖
1639,厄德
1640,
1641,儒教興盛
1642,絕無懼色
1643,克里斯蒂安尼亞
1644,無限制潛艇戰
1645,哈大客運專線
1646,亞熱帶常綠闊葉林
1647,1947年
1648,普法戰爭
1649,博尼法斯二世
1650,約翰·莫根
1651,耐腐蝕性
1652,1835年
1653,咖啡因
1654,革命外交」政策
1655,1972年
1656,保衛大都
1657,汪精衛
1658,體育部
1659,斜方晶八面體和單斜棱晶體
1660,直系軍閥
1661,水牛城勇士
1662,孫中山
1663,七月十一
1664,訪客觀賞區
1665,殖民政策
1666,[UNK]染色體
1667,咖啡俱樂部
1668,16世紀
1669,龍捲風走廊
1670,配子
1671,猶太人
1672,孟郊
1673,佩德納萊斯河，德克薩斯州石牆郡
1674,皖系軍閥
1675,
1676,1964年
1677,1967年
1678,奧古斯都
1679,哲布尊丹巴
1680,丁[UNK]
1681,制訂政策
1682,1861年2月9日
1683,閏3月19日
1684,漢字
1685,安托萬·拉瓦錫
1686,伊斯蘭教
1687,壓力梯度
1688,周文公
1689,參議院
1690,
1691,盧安達法郎
1692,皖南獨立團為基幹的皖浙贛獨立團
1693,德川家康
1694,經濟蕭條
1695,世族
1696,1853年
1697,新加坡
1698,民國33年
1699,1270年
1700,動力系統
1701,北源沮水、中源漾水河、南源玉帶河
1702,中山市
1703,俄羅斯
1704,諸葛亮
1705,江河級
1706,2015年度
1707,21473平方公里
1708,傳教士
1709,颶風依莎貝爾
1710,世界氣象組織
1711,衣服布料
1712,海河流域
1713,蒙哥
1714,700家
1715,中國溧陽茶葉節
1716,全市綠化比例高
1717,收到十二道金牌班師回朝之時
1718,印尼
1719,大汗的汗庭
1720,4月
1721,7980年
1722,1962年
1723,青島海軍基地
1724,姑臧
1725,售票處
1726,張作霖
1727,波蘭進入戰時狀態
1728,西方遊客
1729,視網膜神經節細胞
1730,黎元洪
1731,于鳳至
1732,中華民國台灣
1733,第二次世界大戰
1734,1961年
1735,白光
1736,陳誠
1737,1966年
1738,奈特·麥克米蘭
1739,無佛像時代
1740,1977年
1741,白色
1742,自由聯合關係
1743,三次
1744,英國
1745,沒有與沒帶暫住證、務工證和身份證的公民特別是農民工不時地被執法人員關押和處以罰金，在現實中已違背救助的立法原意，被濫用於亂收費、勒索、非法拘禁、強制勞動。在孫志剛事件
1746,《劃一現行各道地方行政官廳組織令》
1747,建築於高山上的城堡
1748,1948年
1749,蒸汽膨脹
1750,隋[UNK]帝
1751,石碇區石碇里
1752,日本
1753,美國心臟學會
1754,大英帝國
1755,《八篇書》
1756,美軍
1757,薩爾
1758,路易
1759,合作派
1760,思覺失調症
1761,
1762,1個
1763,1990年代
1764,阿弗剌昔牙卜
1765,24%
1766,高麗國
1767,後現代主義
1768,1828年
1769,第三名
1770,委員會
1771,西安招待所
1772,1349年
1773,湯瑪斯傑佛遜
1774,新春期間
1775,郵值標籤
1776,羅尼姆斯·沃爾夫
1777,1989年
1778,公元前146年
1779,農耕節
1780,俄國革命
1781,制衡德軍
1782,苻堅崇尚儒學，獎勵文教。他任漢人王猛
1783,西洋棋殘局
1784,敵我矛盾
1785,獨立性
1786,[SEP]的書信現存約900封，主要包括《致阿提庫斯書》16卷、《致友人書》16卷
1787,0.01%
1788,湖熟
1789,英國
1790,木衛一
1791,愛滋病毒
1792,1993年
1793,外蒙古
1794,張聞天
1795,號稱效率，工作者的烏托邦
1796,法家
1797,五個
1798,過於偏遠
1799,安大略湖
1800,羊肉
1801,朝鮮王朝
1802,劉駿
1803,恆河運河
1804,雙重匯率制度
1805,英國
1806,羅納德·麥克林海軍陸戰隊中尉於越戰時陣亡，得年24歲。女兒凱莉·史都華博士
1807,意識形態
1808,十六歲
1809,法國
1810,1928年
1811,5個
1812,[UNK]
1813,曼哈頓
1814,清咸豐年間
1815,君士坦提烏斯
1816,吳兆南
1817,彌生人
1818,甲醇
1819,太祖王
1820,牛隻列印問題
1821,英國
1822,隱遁鄉里
1823,中國
1824,1590年
1825,1941年
1826,細胞核
1827,放氣減壓
1828,十月革命
1829,俄羅斯
1830,壓縮空氣
1831,幅員遼闊
1832,1943年
1833,多倫多地區
1834,
1835,超過9倍太陽質量
1836,儒勒·凡爾納和英國人赫伯特·喬治·威爾斯
1837,硫
1838,資產負債表
1839,德川家康
1840,日本
1841,+26等
1842,
1843,朝鮮
1844,1789年
1845,下薩克森邦邦政府
1846,泰勒斯
1847,32.8%
1848,24小時內自萊茵河發動入侵
1849,鮑羅廷
1850,杜林
1851,金合歡
1852,13倍
1853,黃埔軍校
1854,《紅樓夢》
1855,一百多年
1856,1920年
1857,雲南
1858,14世紀末至20世紀初
1859,電子郵票
1860,儒字
1861,洗劫君士坦丁堡
1862,尚比亞
1863,俄國
1864,成熟階段
1865,閉門思過
1866,吠陀梵語
1867,1950年代
1868,羅伯特·波義耳
1869,湯·韋迪加
1870,托木斯克州
1871,提奧多雷
1872,軍用航太
1873,
1874,一夫一妻多妾制
1875,伊莉莎白
1876,義大利
1877,1884年
1878,1932年
1879,《天國的階梯》
1880,路易-菲利普
1881,阿布巴卡爾
1882,台北曲藝團
1883,《古魯·格蘭特·薩希卜》
1884,1865年
1885,翟中和
1886,1924年
1887,中央印製廠
1888,9%
1889,楊宇霆
1890,法國
1891,吉米·史都華
1892,周恩來
1893,順治帝再度敕封，並承諾給予一府之地安置兵將，鄭成功仍不接受
1894,光化學煙霧
1895,藍營優勢區；至於較為周邊的行政區，則是藍綠各有所長。惟在地方民代以下層級的選舉，泛藍的國民黨
1896,國務會議
1897,
1898,輪椅網球比賽
1899,三名
1900,中日甲午戰爭
1901,金門
1902,電氣化鐵路
1903,古代朝鮮》
1904,2006年
1905,實業部
1906,1981年
1907,多倫多
1908,大學生的城市
1909,約翰·洛克菲勒
1910,1960年代
1911,1815年
1912,甘迺迪
1913,胡季[UNK]
1914,孟德爾定律
1915,議會制
1916,2013年
1917,東西伯利亞喇嘛教則例
1918,莫斯科
1919,五分之一
1920,《英語詞典》
1921,魔獸世界
1922,克倫威爾路
1923,《聖拿河之戰》
1924,法國
1925,火山釋放的硫
1926,俄羅斯帝國
1927,水門事件
1928,中山
1929,閻錫山
1930,1997年
1931,托爾金
1932,龍興之地
1933,開放市場的需要
1934,阿伊努人
1935,1919年
1936,五倍
1937,原子能
1938,艾森豪
1939,3400萬
1940,雙手反拍
1941,帕西瓦爾·洛厄爾
1942,二二八事件
1943,紅色
1944,澎湖
1945,亞硫酸
1946,理學
1947,1998年
1948,民國時期
1949,毛澤東
1950,1950年
1951,高輻射的環境
1952,維基媒體
1953,二氧化碳
1954,1939年
1955,霧季
1956,城堡
1957,哲學原理研究
1958,1997年
1959,第六次全國人口普查
1960,
1961,1455年
1962,鄧穎超
1963,宇宙秩序
1964,傳統音樂
1965,提防燕王謀反
1966,法國
1967,保加利亞
1968,恢復市場的功能，以邁向生產力理論
1969,北非的希波大會
1970,中華民國政府
1971,1834年
1972,淋巴液
1973,償命
1974,1901年
1975,十八歲
1976,不加水，只用高溫使米膨脹
1977,農歷新年
1978,阿布海兒汗時代
1979,活塞發動機
1980,1312年
1981,1970年
1982,30℃
1983,以色列
1984,宦官與宮女的結合
1985,兩個
1986,對日抗戰
1987,1989年
1988,元武宗
1989,天文學家
1990,毛澤東
1991,中國
1992,國際非政府組織
1993,2014年12月
1994,台北南港軟體園區
1995,台北市立體育場
1996,曹議金
1997,冷戰期間
1998,1893年
1999,收容遣送制度
2000,中國國民黨
2001,《一種美味》
2002,狄拉克
2003,金黃飽滿
2004,移民實邊
2005,水軍
2006,中國青年黨
2007,矽燃燒過程
2008,劉少奇
2009,洛桑國際管理學院
2010,2010年
2011,著陸
2012,顛覆中共政府的政治目的
2013,丹尼爾奧爾特加
2014,幾何學
2015,1998年1月1日
2016,《風之國度》
2017,拜占庭政府中的蠻族事務局
2018,噶爾丹入侵喀爾喀時喀爾喀人
2019,首席的元老
2020,
2021,阿普列尤斯
2022,猶太人
2023,光度
2024,克萊斯勒貸款法案
2025,省務會議
2026,1610年1月7日
2027,荷蘭
2028,喬治亞
2029,1835年
2030,六四天安門事件
2031,類比訊號
2032,通俗的
2033,每秒30轉
2034,伯利恆修道院
2035,1955年
2036,1987年
2037,洪堡
2038,1847年
2039,唐玄宗
2040,1968年
2041,不動產
2042,英文縮寫首字母
2043,林肯總統
2044,風景怡人
2045,元末民變
2046,黑土地
2047,教育副官
2048,1599年
2049,3期
2050,香港國際機場
2051,暴力革命
2052,段祺瑞
2053,普魯士
2054,高句麗
2055,西伯利亞鐵路
2056,溧陽
2057,學會部
2058,富蘭克林·德拉諾·羅斯福
2059,科什圖尼察
2060,1600個
2061,婦女投票權
2062,500毫升
2063,古代
2064,民國十四年
2065,蒙古人
2066,正德十三年
2067,閏盤
2068,愛爾蘭共和國
2069,經濟學人智庫
2070,毛澤東
2071,蒙哥汗在合州的釣魚城之戰戰死
2072,瀧川
2073,莫高窟
2074,電穿孔細胞
2075,聖方濟各沙勿略堂
2076,13次
2077,1924年
2078,梁啟超
2079,商品期貨
2080,宮田製銃所
2081,經濟問題
2082,1米93
2083,鹿兒島
2084,家庭傭工
2085,縱貫鐵路山線段
2086,《1956年清潔空氣法》
2087,傑米尼安諾·蒙塔納利
2088,大陸新移民
2089,亞里斯多德
2090,教法
2091,消耗戰
2092,菲利浦五世
2093,阿爾卑斯山
2094,炮兵科教官
2095,1984年
2096,何鳳山
2097,一億光年
2098,1995年
2099,閃光星
2100,俄語
2101,阿爾法級別
2102,19世紀
2103,草本
2104,涵元殿
2105,奧古斯特·魏斯曼
2106,1971年
2107,英國
2108,馮國璋
2109,增強孩子免疫
2110,民國18年
2111,年降雨量
2112,1913年
2113,法國東部
2114,灣仔
2115,繼承希臘文化
2116,南亞
2117,婆羅摩笈多
2118,貝聿銘
2119,世界的中心
2120,第53
2121,工業革命
2122,耶穌會
2123,一次世界大戰時期
2124,安眠藥
2125,史坦波中心
2126,科學怪人》
2127,詹姆士·波爾克·詹森
2128,[UNK]-16
2129,日本
2130,麥健時報告書
2131,江蘇淮安
2132,朱齡石
2133,中共中央副主席
2134,坦克
2135,鈣離子
2136,普洱專區
2137,被僱人
2138,英國倫敦溫布頓
2139,奸臣
2140,1529年
2141,佐世保重工業
2142,申城
2143,德川家
2144,河川
2145,岩石圈
2146,香港日治時期
2147,聯邦儲備系統
2148,1925年
2149,1926年
2150,德國
2151,亞熱帶
2152,1975年
2153,日本
2154,反共思想
2155,首爾話
2156,俄羅斯車里雅賓斯克
2157,王藍
2158,胡錦濤
2159,東晉元帝
2160,日冕
2161,漢字
2162,[UNK][UNK]絲綢之路
2163,5642米
2164,殺蟲劑中毒
2165,寮國
2166,產業工會聯合會
2167,京杭大運河
2168,薩繆爾
2169,南奧塞提亞自治區
2170,浮動匯率制度
2171,農業
2172,秋天
2173,黑龍江
2174,永興
2175,雲南省
2176,德國
2177,土地改革
2178,陽邁二世
2179,艾瑪·史東
2180,一大批來自原第三帝國東部的難民
2181,聯邦在內戰中取勝
2182,玉泉北路
2183,1789年
2184,280天
2185,旅遊業
2186,柏拉圖
2187,國家地質總局
2188,2007年
2189,國家歷史文化名城稱號
2190,維基媒體基金會
2191,一省
2192,亞穆納河
2193,高昂的嫁妝
2194,
2195,最佳演唱團體獎
2196,君主妾室
2197,防火能力
2198,現代精神醫學
2199,機炮
2200,寧古塔副都統
2201,德國柏林影展
2202,接合
2203,第四心音
2204,李白
2205,世襲制度
2206,韓國海關
2207,英屬印度
2208,2009年
2209,牛胃氣膨脹
2210,中源漾水河、南源玉帶河三個源頭，均位於陝西省漢中市內。中源漾水河發源於寧強縣東北部，流程較短。南源玉帶河發源於寧強縣南部，長101公里。北源沮水發源於留壩縣與寶雞市鳳縣交界的紫柏山南麓的黃花坪溝，向西南流，穿過勉縣後，在略陽縣內的黑河壩鄉與白河
2211,吠陀梵語
2212,東晉之前
2213,超級模特兒
2214,印第安納大學俱樂部
2215,噴射戰鬥機
2216,1960年代
2217,福爾摩沙高速公路
2218,高科技產業
2219,東芝
2220,新北市
2221,川本芳昭
2222,伊斯蘭教
2223,一年
2224,借高利貸
2225,八六學潮
2226,2002年
2227,1204年
2228,民國2年
2229,第一公民
2230,現代主義
2231,天主教
2232,美利堅聯盟國
2233,克勞狄二世
2234,1958年
2235,1904年
2236,數學科幻
2237,心室底壁組織
2238,美國
2239,湯瑪斯·勃蘭契特·瑞德
2240,周恩來
2241,超音速
2242,[UNK]-51戰鬥機
2243,日本
2244,1939年
2245,模擬別人的言行
2246,1905年
2247,李察·賓特利
2248,印尼
2249,清初
2250,荊州
2251,摩利爾法學院
2252,28個
2253,克里米亞戰爭
2254,
2255,北京
2256,1945年
2257,倭寇
2258,閉關鎖國
2259,1972年
2260,2011年
2261,史達林
2262,佳木斯
2263,1918年
2264,年輕恆星
2265,非金屬類材料
2266,阿拉貢王國
2267,聯合國人權委員會
2268,庫里爾台大會
2269,電漿態的氫
2270,頭先生下來。有些時候會有臀位的情況。助產士仍然能從陰道接生臀先露的情況。但是某些地區很難找到有經驗有意願的助手。臀位有好幾種狀況：完全臀位：最常見。孩子的屁股
2271,費城學院
2272,二氧化碳
2273,穀類作物
2274,毛奇
2275,[UNK]染色體
2276,後代
2277,熱帶草原氣候
2278,王白駒
2279,劉備
2280,第四心音
2281,咸康七年
2282,耐高溫
2283,道格拉斯
2284,玉米
2285,東部
2286,三個
2287,民國25年
2288,松花江
2289,美國
2290,宋太祖趙匡胤
2291,太陽能電池板
2292,2008年
2293,南北韓高級別會談機制
2294,紅水河
2295,新蒙古人種
2296,斯芬·佩斯
2297,2001年
2298,大道東附近
2299,27千兆瓦
2300,副熱帶濕潤氣候
2301,1200萬名
2302,督憲
2303,2008年
2304,29.48萬人
2305,1982年
2306,鞏高峰
2307,杜篤瑪
2308,12個
2309,西伯利亞
2310,櫻花大道
2311,焦爾達諾·布魯諾
2312,國際網球協會
2313,僑州郡縣
2314,真實的故事
2315,官僚主義者
2316,刺史
2317,
2318,1180年
2319,三歲
2320,失眠
2321,雷焦卡拉布里亞國家考古博物館
2322,阿克爾自治市
2323,香港人
2324,都市計劃
2325,西班牙
2326,布爾人
2327,產婦之前有無生產
2328,校園一卡通
2329,第18
2330,海澄公
2331,
2332,外國人
2333,何應欽
2334,金銀珠寶
2335,1919年
2336,1939年
2337,集郵
2338,噪聲
2339,西塞羅
2340,白河
2341,蘇聯海軍
2342,音樂
2343,《四十二章經》
2344,阿爾杜伊尼卡家族
2345,工業
2346,海因利希・弗格勒
2347,第5套
2348,景洪市
2349,《韓國憲法》
2350,為爭取陽光
2351,精靈寶鑽》
2352,1918年
2353,200米
2354,原始宗教
2355,1區
2356,
2357,杭州
2358,機鼻
2359,1973年
2360,馮特
2361,彰化市民代表會
2362,法國大革命時期
2363,明朝
2364,2012年
2365,朱德
2366,
2367,漢武帝時期
2368,1963年
2369,東經116度
2370,英籍工程師西排立
2371,主語+賓語+謂語
2372,主序帶
2373,電磁波理論模型
2374,北京
2375,1927年
2376,2014年
2377,
2378,2007年
2379,法國
2380,[SEP]位，並升格為一個歐洲大國。腓特烈二世也對曾經普魯士最後得到的成功
2381,外匯商店
2382,鞏固自己及子孫的統治
2383,蒙古語
2384,甲醇
2385,元太宗
2386,15625億日元
2387,印度教
2388,1218年
2389,918年
2390,北非作戰階段
2391,依法治國
2392,1890年
2393,[UNK]連線酶
2394,金軍
2395,半決賽
2396,球
2397,內膜組織
2398,梁[UNK]
2399,40年
2400,2901.3平方公里
2401,新北市
2402,郭守時
2403,高等學校新生入學考試制度
2404,大陸冷氣團南下，有強烈東北季風吹襲
2405,「學習偉大領袖毛澤東」
2406,19世紀
2407,漢字文化
2408,清順治帝
2409,朝鮮勞動黨中央委員會委員
2410,清宣宗時代
2411,蒙漢兩元政治
2412,黑色貝雷帽
2413,三國史記
2414,四次
2415,林彪
2416,三個階段
2417,1972年
2418,摩門教
2419,分裂
2420,社會輿論
2421,1603年
2422,15分
2423,火山國家公園
2424,2003年
2425,競速機
2426,新石器時代
2427,孔齊言
2428,李·德富雷斯特
2429,1958年
2430,世界氣象組織
2431,通貨膨脹
2432,1820年代
2433,環境食物局，規劃環境地政局
2434,35%
2435,天主教
2436,食品業
2437,1958年
2438,2010年
2439,柏樹林
2440,1013毫巴
2441,仙台市
2442,史和平
2443,蓋銷
2444,哈爾濱
2445,1967年
2446,義和團事變
2447,混合苦膽的酒
2448,建文二年
2449,關島組織法
2450,2008年
2451,邊防具體業務
2452,米蘭·內迪奇將軍成立了「救國政府」，統治塞爾維亞餘下的領土，並承認彼得二世
2453,19世紀晚期
2454,
2455,合不勒汗
2456,高句麗
2457,窩闊台汗國
2458,
2459,49.3萬人
2460,巴納德
2461,量子光學
2462,農產品
2463,哈德遜河
2464,全國地圖正保御國繪圖
2465,民國3年
2466,投保人
2467,主序帶
2468,坎貝爾的重要貢獻：坎貝爾
2469,港島區
2470,1221年
2471,阿得雷德的去世
2472,《中華人民共和國憲法》
2473,二十歲
2474,雙打比賽
2475,中村法道
2476,高要
2477,元世祖
2478,391年
2479,英國精神醫學期刊
2480,1871年
2481,1260年
2482,13小時
2483,氦
2484,戰基處營區
2485,忽必烈命劉秉忠
2486,巴西爾二世
2487,黑死病
2488,1948年6月20日
2489,卡胡盧伊
2490,硫化物
2491,氮化硫
2492,三屆
2493,1978年
2494,都市計劃
2495,色指數
2496,日本
2497,情感支持
2498,6位
2499,司馬休之
2500,煤煙消除會
2501,公民化
